,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,,,,,,,,,,2RS1,2RSH,,,,,,,,,,,,,,
1,,,,,,,2Z,,,,,,,,,,,,,,,,,,
2,,Principal dimensions,,,Basic load ratings,Fatigue,Speed ratings,,Mass,,Designations,,,,,,,,,,,,,,
3,,,,dynamic,static,load limit,Reference,Limiting,,,Bearing,,,,,,,,,,,,,,
4,,,,,,,speed,speed1),,,open or capped,capped on one,,,,,,,,,,,,,
5,d,D,B,C,C0,Pu,,,,,on both sides,side1),,,≈,≈,≈,≈,min,min,max,max,max,,
6,mm,,,kN,,kN,r/min,,kg,,–,,,mm,,,,,,mm,,,,–,
703,,260,33,117,134,"3,8",5 000,4 300,"5,2",▶,61938 MA,–,,,212,–,239,–,2,199,–,251,2,"0,02",
704,,290,31,148,166,"4,55",4 800,3 000,"6,9",▶,16038,–,,,223,–,256,–,2,199,–,281,2,"0,02",
705,,290,46,195,216,"5,85",4 800,3 000,"9,55",,6038,–,,,222,–,258,–,"2,1",200,–,280,2,25,
706,,290,46,195,216,"5,85",4 800,3 800,11,▶,6038 M,–,,,222,–,258,–,"2,1",200,–,280,2,25,
707,,340,55,255,280,"7,35",3 800,2 400,"19,5",▶,6238,–,,,239,–,290,–,4,207,–,323,3,25,
708,,340,55,255,280,"7,35",3 800,3 400,"21,5",▶,6238 M,–,,,239,–,290,–,4,207,–,323,3,25,
709,,400,78,371,430,"10,8",3 400,2 200,42,,6338,–,,,259,–,331,–,5,210,–,380,4,"0,03",
710,,400,78,371,430,"10,8",3 400,3 000,"47,5",▶,6338 M,–,,,259,–,331,–,5,210,–,380,4,"0,03",
711,200,250,24,"76,1",102,"2,9",5 000,3 200,"2,35",▶,61840,–,,200,216,–,234,–,"1,5",207,–,243,"1,5",15,201
712,,280,38,148,166,"4,55",4 800,3 000,"6,3",,61940,–,,,225,–,255,–,"2,1",210,–,270,2,"0,02",
713,,280,38,148,166,"4,55",4 800,3 800,"7,3",▶,61940 MA,–,,,225,–,256,–,"2,1",210,–,270,2,"0,02",
714,200,310,34,168,190,"5,1",4 300,2 800,"8,8",▶,16040,–,,200,237,–,273,–,2,209,–,301,2,"0,02",201
715,cont,310,51,216,245,"6,4",4 300,2 800,"12,5",,6040,–,,cont,235,–,275,–,"2,1",210,–,300,2,25,cont
716,,310,51,216,245,"6,4",4 300,3 600,14,▶,6040 M,–,,,235,–,275,–,"2,1",210,–,300,2,25,
717,,360,58,270,310,"7,8",3 600,2 200,"23,5",,6240,–,,,254,–,303,–,4,217,–,343,3,25,
718,,360,58,270,310,"7,8",3 600,3 200,26,▶,6240 M,–,,,254,–,303,–,4,217,–,343,3,25,
719,220,270,24,78,110,3,4 500,2 800,"2,55",▶,61844,–,,220,236,–,254,–,"1,5",227,–,263,"1,5",15,221
720,,300,38,151,180,"4,75",4 300,2 600,"6,8",,61944,–,,,245,–,275,–,"2,1",230,–,290,2,"0,02",
721,,300,38,151,180,"4,75",4 300,3 600,"7,95",▶,61944 MA,–,,,245,–,276,–,"2,1",230,–,290,2,"0,02",
722,,340,37,174,204,"5,2",4 000,2 400,"11,5",▶,16044,–,,,261,–,298,–,"2,1",230,–,330,2,"0,02",
723,,340,56,247,290,"7,35",4 000,2 400,16,,6044,–,,,258,–,302,–,3,233,–,327,"2,5",25,
724,,340,56,247,290,"7,35",4 000,3 200,"18,5",▶,6044 M,–,,,258,–,302,–,3,233,–,327,"2,5",25,
725,,400,65,296,365,"8,8",3 200,2 000,"33,5",,6244,–,,,282,–,335,–,4,237,–,383,3,25,
726,,400,65,296,365,"8,8",3 200,3 000,"36,5",▶,6244 M,–,,,282,–,335,–,4,237,–,383,3,25,
727,,460,88,410,520,12,3 000,2 600,73,▶,6344 M,–,,,301,–,379,–,5,240,–,440,4,"0,03",
728,240,300,28,108,150,"3,8",4 000,2 600,"3,9",▶,61848,–,,240,259,–,281,–,2,249,–,291,2,15,241
729,,320,38,159,200,"5,1",4 000,2 400,"7,3",,61948,–,,,265,–,295,–,"2,1",250,–,310,2,"0,02",
730,,320,38,159,200,"5,1",4 000,3 200,"8,55",▶,61948 MA,–,,,265,–,296,–,"2,1",250,–,310,2,"0,02",
731,,360,37,203,255,"6,3",3 600,2 200,"12,5",▶,16048,–,,,279,–,318,–,"2,1",250,–,350,2,"0,02",
732,,360,37,203,255,"6,3",3 600,3 000,14,▶,16048 MA,–,,,279,–,321,–,"2,1",250,–,350,2,"0,02",
733,,360,56,255,315,"7,8",3 600,2 200,17,,6048,–,,,277,–,322,–,3,253,–,347,"2,5",25,
734,,360,56,255,315,"7,8",3 600,3 000,"19,5",▶,6048 M,–,,,277,–,322,–,3,253,–,347,"2,5",25,
735,,440,72,358,465,"10,8",3 000,2 600,51,▶,6248 M,–,,,309,–,371,–,4,257,–,423,3,25,
736,,500,95,442,585,"12,9",2 600,2 400,97,,6348 M,–,,,331,–,409,–,5,260,–,480,4,"0,03",
737,260,320,28,111,163,4,3 800,2 400,"4,15",▶,61852,–,,260,279,–,301,–,2,269,–,311,2,15,261
738,,360,46,212,270,"6,55",3 600,2 200,12,,61952,–,,,291,–,329,–,"2,1",270,–,350,2,"0,02",
739,,360,46,212,270,"6,55",3 600,3 000,"14,5",▶,61952 MA,–,,,291,–,330,–,"2,1",270,–,350,2,"0,02",
740,,400,44,238,310,"7,2",3 200,2 000,18,,16052,–,,,307,–,351,–,3,273,–,387,"2,5","0,02",
741,,400,44,238,310,"7,2",3 200,2 800,"22,5",▶,16052 MA,–,,,307,–,353,–,3,273,–,387,"2,5","0,02",
742,,400,65,291,375,"8,8",3 200,2 000,25,,6052,–,,,304,–,356,–,4,277,–,383,3,25,
743,,400,65,291,375,"8,8",3 200,2 800,29,▶,6052 M,–,,,304,–,356,–,4,277,–,383,3,25,
744,,480,80,390,530,"11,8",2 600,2 400,"65,5",▶,6252 M,–,,,337,–,403,–,5,280,–,460,4,25,
745,280,350,33,138,200,"4,75",3 400,2 200,"6,25",▶,61856,–,,280,302,–,327,–,2,289,–,341,2,15,281
746,,350,33,138,200,"4,75",3 400,2 800,"7,25",▶,61856 MA,–,,,302,–,328,–,"3,8",289,–,341,2,15,
747,,380,46,216,285,"6,7",3 200,2 000,12,,61956,–,,,311,–,349,–,"2,1",291,–,369,2,"0,02",
748,,380,46,216,285,"6,7",3 200,2 800,"15,5",▶,61956 MA,–,,,311,–,350,–,"2,1",291,–,369,2,"0,02",
749,,420,44,242,335,"7,5",3 000,1 900,19,,16056,–,,,327,–,371,–,3,293,–,407,"2,5","0,02",
750,,420,44,242,335,"7,5",3 000,2 600,"23,5",▶,16056 MA,–,,,327,–,374,–,3,293,–,407,"2,5","0,02",
751,,420,65,302,405,"9,3",3 000,1 900,26,,6056,–,,,324,–,376,–,4,296,–,404,3,25,
752,,420,65,302,405,"9,3",3 000,2 600,31,▶,6056 M,–,,,324,–,376,–,4,296,–,404,3,25,
753,,500,80,423,600,"12,9",2 600,2 200,72,,6256 M,–,,,355,–,425,–,5,300,–,480,4,25,
754,300,380,38,172,245,"5,6",3 200,2 000,"8,9",▶,61860,–,,300,325,–,355,–,"2,1",309,–,371,2,15,301
755,,380,38,172,245,"5,6",3 200,2 600,"10,5",▶,61860 MA,–,,,325,–,356,–,"2,1",309,–,371,2,15,
756,,420,56,270,375,"8,3",3 000,1 900,19,,61960,–,,,338,–,382,–,3,313,–,407,"2,5","0,02",
757,,420,56,270,375,"8,3",3 000,2 400,"24,5",▶,61960 MA,–,,,338,–,384,–,3,313,–,407,"2,5","0,02",
758,,460,50,286,405,"8,8",2 800,1 800,32,▶,16060 MA,–,,,352,–,407,–,4,315,–,445,3,"0,02",
759,,460,74,358,500,"10,8",2 800,2 400,44,▶,6060 M,–,,,351,–,409,–,4,315,–,445,3,25,
760,,540,85,462,670,"13,7",2 400,2 000,"88,5",,6260 M,–,,,383,–,457,–,5,320,–,520,4,25,
761,320,400,38,172,255,"5,7",3 000,1 900,"9,5",,61864,–,,320,345,–,375,–,"2,1",332,–,388,2,15,321
762,,400,38,172,255,"5,7",3 000,2 400,11,▶,61864 MA,–,,,345,–,376,–,"2,1",332,–,388,2,15,
763,,440,56,276,400,"8,65",2 800,2 400,"25,5",▶,61964 MA,–,,,357,–,403,–,3,333,–,427,"2,5","0,02",
764,,480,50,281,405,"8,65",2 600,2 200,34,▶,16064 MA,–,,,372,–,428,–,4,335,–,465,3,"0,02",
765,,480,74,371,540,"11,4",2 600,2 200,46,▶,6064 M,–,,,370,–,431,–,4,335,–,465,3,25,
766,340,420,38,178,275,6,2 800,1 800,10,,61868,–,,340,365,–,395,–,"2,1",352,–,408,2,15,341
767,,420,38,178,275,6,2 800,2 400,"11,5",▶,61868 MA,–,,,365,–,396,–,"2,1",352,–,408,2,15,
768,,460,56,281,425,9,2 600,2 200,"26,5",▶,61968 MA,–,,,378,–,422,–,3,353,–,447,"2,5","0,02",
769,,520,57,345,520,"10,6",2 400,2 000,45,,16068 MA,–,,,398,–,462,–,4,355,–,505,3,"0,02",
770,,520,82,423,640,"13,2",2 400,2 200,62,▶,6068 M,–,,,397,–,463,–,5,360,–,500,4,25,
771,360,440,38,182,285,"6,1",2 600,2 200,12,▶,61872 MA,–,,360,385,–,415,–,"2,1",372,–,428,2,15,361
772,,480,56,291,450,"9,15",2 600,2 200,28,▶,61972 MA,–,,,398,–,443,–,3,373,–,467,"2,5","0,02",
773,,540,57,351,550,11,1 800,1 400,49,,16072 MA,–,,,418,–,482,–,4,375,–,525,3,"0,02",
774,,540,82,442,695,14,2 400,1 900,"64,5",▶,6072 M,–,,,416,–,485,–,5,378,–,522,4,25,
775,380,480,46,242,390,8,2 400,2 000,20,▶,61876 MA,–,,380,412,–,449,–,"2,1",392,–,468,2,15,381
776,,520,65,338,540,"10,8",2 400,1 900,40,▶,61976 MA,–,,,425,–,476,–,4,395,–,505,3,"0,02",
777,,560,57,377,620,"12,2",2 200,1 400,51,,16076 MA,–,,,443,–,497,–,4,395,–,545,3,"0,02",
778,,560,82,436,695,"13,7",2 200,1 800,"70,5",▶,6076 M,–,,,437,–,503,–,5,400,–,542,4,25,
779,400,500,46,247,405,"8,15",2 400,1 900,"20,5",▶,61880 MA,–,,400,432,–,471,–,"2,1",412,–,488,2,15,401
780,,540,65,345,570,"11,2",2 200,1 800,"41,5",▶,61980 MA,–,,,445,–,496,–,4,415,–,525,3,"0,02",
781,,600,90,520,865,"16,3",2 000,1 700,"87,5",▶,6080 M,–,,,463,–,537,–,5,418,–,582,4,25,
782,420,520,46,251,425,"8,3",2 200,1 800,"21,5",▶,61884 MA,–,,420,452,–,491,–,"2,1",432,–,508,2,15,421
783,,560,65,351,600,"11,4",2 200,1 800,43,▶,61984 MA,–,,,465,–,516,–,4,435,–,545,3,"0,02",
784,,620,90,507,880,"16,3",2 000,1 600,"91,5",,6084 M,–,,,482,–,557,–,5,438,–,602,4,25,
785,440,540,46,255,440,"8,5",2 200,1 800,"22,5",▶,61888 MA,–,,440,472,–,510,–,"2,1",452,–,528,2,15,441
786,,600,74,410,720,"13,2",2 000,1 600,"60,5",,61988 MA,–,,,492,–,549,–,4,455,–,585,3,"0,02",
787,,650,94,553,965,"17,6",1 900,1 500,105,,6088 M,–,,,506,–,584,–,6,463,–,627,5,25,
788,460,580,56,319,570,"10,6",2 000,1 600,35,▶,61892 MA,–,,460,498,–,542,–,3,473,–,567,"2,5",15,461
789,,620,74,423,750,"13,7",1 900,1 600,"62,5",,61992 MA,–,,,511,–,569,–,4,476,–,604,3,"0,02",
790,,680,100,582,1 060,19,1 800,1 500,120,,6092 MB,–,,,528,–,614,–,6,483,–,657,5,25,
791,480,600,56,325,600,"10,8",1 900,1 600,"36,5",▶,61896 MA,–,,480,518,–,564,–,3,493,–,587,"2,5",15,481
792,,650,78,449,815,"14,6",1 800,1 500,74,,61996 MA,–,,,535,–,595,–,5,498,–,632,4,"0,02",
793,,700,100,618,1 140,20,1 700,1 400,125,,6096 MB,–,,,550,–,630,–,6,503,–,677,5,25,
794,500,620,56,332,620,"11,2",1 800,1 500,"40,5",▶,618/500 MA,–,,500,538,–,582,–,3,513,–,607,"2,5",15,501
795,,670,78,462,865,15,1 700,1 400,"81,5",,619/500 MA,–,,,555,–,617,–,5,518,–,652,4,"0,02",
796,,720,100,605,1 140,"19,6",1 600,1 300,135,,60/500 N1MAS,–,,,568,–,650,–,6,523,–,697,5,25,
797,530,650,56,332,655,"11,2",1 700,1 400,"39,5",▶,618/530 MA,–,,530,568,–,613,–,3,543,–,637,"2,5",15,531
798,,710,82,488,930,"15,6",1 600,1 300,"90,5",,619/530 MA,–,,,587,–,653,–,5,548,–,692,4,"0,02",
799,,780,112,650,1 270,"20,8",1 500,1 200,185,,60/530 N1MAS,–,,,612,–,700,–,6,553,–,757,5,25,
800,560,680,56,345,695,"11,8",1 600,1 300,42,▶,618/560 MA,–,,560,598,–,644,–,3,573,–,667,"2,5",15,561
801,,750,85,494,980,"16,3",1 500,1 200,105,,619/560 MA,–,,,622,–,689,–,5,578,–,732,4,"0,02",
802,,820,115,663,1 370,22,1 400,1 200,210,,60/560 N1MAS,–,,,648,–,732,–,6,583,–,797,5,25,
803,600,730,60,364,765,"12,5",1 500,1 200,52,▶,618/600 MA,–,,600,642,–,688,–,3,613,–,717,"2,5",15,601
804,,800,90,585,1 220,"19,6",1 400,1 100,125,,619/600 MA,–,,,663,–,736,–,5,618,–,782,4,"0,02",
805,,870,118,728,1 500,"23,6",1 300,1 100,230,,60/600 MA,–,,,689,–,781,–,6,623,–,847,5,25,
806,630,780,69,442,965,"15,3",1 400,1 100,73,▶,618/630 MA,–,,630,678,–,732,–,4,645,–,765,3,15,631
807,,850,100,624,1 340,"21,2",1 300,1 100,160,,619/630 N1MA,–,,,702,–,778,–,6,653,–,827,5,"0,02",
808,,920,128,819,1 760,27,1 200,1 000,285,,60/630 N1MBS,–,,,725,–,825,–,"7,5",658,–,892,6,25,
809,670,820,69,442,1 000,"15,6",1 300,1 100,"83,5",▶,618/670 MA,–,,670,718,–,772,–,4,685,–,805,3,15,671
810,,900,103,676,1 500,"22,4",1 200,1 000,192,,619/670 MA,–,,,745,–,825,–,6,693,–,877,5,"0,02",
811,,980,136,904,2 040,30,1 100,900,345,,60/670 N1MAS,–,,,771,–,878,–,"7,5",698,–,952,6,25,
812,710,870,74,475,1 100,"16,6",1 200,1 000,"93,5",▶,618/710 MA,–,,710,761,–,818,–,4,725,–,855,3,15,711
813,,950,106,663,1 500,22,1 100,900,220,,619/710 MA,–,,,790,–,870,–,6,733,–,927,5,"0,02",
814,,1 030,140,956,2 200,"31,5",1 000,850,382,,60/710 MA,–,,,811,–,928,–,"7,5",738,–,1 002,6,25,
815,750,920,78,527,1 250,"18,3",1 100,900,110,▶,618/750 MA,–,,,,,,,,,,,,,
816,,1 000,112,761,1 800,"25,5",1 000,850,255,,619/750 MA,–,,,,,,,,,,,,,
817,,1 090,150,995,2 360,"33,5",950,800,485,,60/750 MA,–,,,,,,,,,,,,,
818,800,980,82,559,1 370,"19,3",1 000,850,130,▶,618/800 MA,–,,,,,,,,,,,,,
819,,1 060,115,832,2 040,"28,5",950,800,275,,619/800 MA,–,,,,,,,,,,,,,
820,,1 150,155,1 010,2 550,"34,5",900,750,523,,60/800 N1MAS,–,,,,,,,,,,,,,
821,850,1 030,82,559,1 430,"19,6",950,750,140,▶,618/850 MA,–,,,,,,,,,,,,,
822,,1 120,118,852,2 120,"28,5",850,750,320,,619/850 MA,–,,,,,,,,,,,,,
823,900,1 090,85,618,1 600,"21,6",850,700,167,▶,618/900 MA,–,,,,,,,,,,,,,
824,950,1 150,90,637,1 730,"22,4",800,670,197,▶,618/950 MA,–,,,,,,,,,,,,,
825,1 000,1 220,100,637,1 800,"22,8",750,600,245,▶,618/1000 MA,–,,,,,,,,,,,,,
826,1 060,1 280,100,728,2 120,"26,5",670,560,260,,618/1060 MA,–,,,,,,,,,,,,,
827,1 120,1 360,106,741,2 200,"26,5",630,530,315,▶,618/1120 MA,–,,,,,,,,,,,,,
828,1 180,1 420,106,761,2 360,"27,5",560,480,337,,618/1180 MB,–,,,,,,,,,,,,,
829,1 320,1 600,122,956,3 150,"35,5",480,400,500,,618/1320 MA,–,,,,,,,,,,,,,
830,1 500,1 820,140,1 170,4 150,43,380,240,638,,618/1500 TN,–,,,,,,,,,,,,,
831,750,920,78,527,1 250,"18,3",1 100,900,110,▶,618/750 MA,–,,,,,,,,,,,,,
832,,1 000,112,761,1 800,"25,5",1 000,850,255,,619/750 MA,–,,,,,,,,,,,,,
833,,1 090,150,995,2 360,"33,5",950,800,485,,60/750 MA,–,,,,,,,,,,,,,
834,800,980,82,559,1 370,"19,3",1 000,850,130,▶,618/800 MA,–,,,,,,,,,,,,,
835,,1 060,115,832,2 040,"28,5",950,800,275,,619/800 MA,–,,,,,,,,,,,,,
836,,1 150,155,1 010,2 550,"34,5",900,750,523,,60/800 N1MAS,–,,,,,,,,,,,,,
837,850,1 030,82,559,1 430,"19,6",950,750,140,▶,618/850 MA,–,,,,,,,,,,,,,
838,,1 120,118,852,2 120,"28,5",850,750,320,,619/850 MA,–,,,,,,,,,,,,,
839,900,1 090,85,618,1 600,"21,6",850,700,167,▶,618/900 MA,–,,,,,,,,,,,,,
840,950,1 150,90,637,1 730,"22,4",800,670,197,▶,618/950 MA,–,,,,,,,,,,,,,
841,1 000,1 220,100,637,1 800,"22,8",750,600,245,▶,618/1000 MA,–,,,,,,,,,,,,,
842,1 060,1 280,100,728,2 120,"26,5",670,560,260,,618/1060 MA,–,,,,,,,,,,,,,
843,1 120,1 360,106,741,2 200,"26,5",630,530,315,▶,618/1120 MA,–,,,,,,,,,,,,,
844,1 180,1 420,106,761,2 360,"27,5",560,480,337,,618/1180 MB,–,,,,,,,,,,,,,
845,1 320,1 600,122,956,3 150,"35,5",480,400,500,,618/1320 MA,–,,,,,,,,,,,,,
846,1 500,1 820,140,1 170,4 150,43,380,240,638,,618/1500 TN,–,,,,,,,,,,,,,
